,CB-SA-1,CB-SA-2,CB-SA-3,CB-SA-4,CB-SA-5,CB-SA-6,CB-SA-7,CB-SA-8,CB-SA-11,CB-C-1,CB-C-4,CB-C-5,CB-C-6,CB-C-7,CB-C-8,CB-C-9,CB-C-10
DDX11,53,69,68,46,72,92,101,203,63,176,34,257,132,65,29,145,80
HEBP1,917,165,140,1163,617,95,261,405,140,236,152,539,2001,415,105,543,139
GPRC5A,1,0,0,2,1,1,2,6,32,45,1,82,1,1,1,3,1
MAMLD1,3,2,1,3,0,4,9,13,4,11,1,26,6,0,2,3,0
CD6,200,175,395,723,482,345,352,798,162,201,217,181,344,209,281,738,192
TACC3,226,233,125,365,177,149,327,477,186,342,85,503,188,110,85,260,103
UFL1,38,27,60,50,61,19,78,88,41,36,28,40,38,13,28,68,12
POLA2,60,41,108,139,54,68,106,236,57,118,35,149,95,38,40,94,44
ZC3H3,234,168,113,232,152,123,161,536,147,133,62,207,208,117,108,160,165
CAPN1,1588,1237,650,1496,780,835,1636,2879,1510,724,470,1067,2759,687,748,805,1856
ACPP,89,40,46,113,134,27,155,69,99,34,23,56,26,24,41,68,39
MDH1,280,130,266,227,230,164,404,634,205,391,232,613,214,117,168,318,115
SLC30A9,62,45,68,67,59,25,72,108,42,33,14,58,63,13,29,79,17
MTMR11,146,101,133,202,226,127,152,304,110,91,84,183,82,54,137,187,50
COX15,107,32,43,137,62,39,98,162,51,82,55,115,39,46,59,72,54
CCDC88C,257,327,299,555,338,260,454,740,271,118,180,155,212,136,263,363,131
YAF2,116,58,71,50,63,41,125,122,55,73,23,90,105,33,52,128,60
ZMYND11,34,35,62,57,85,24,77,107,46,39,24,64,50,13,52,73,13
WAS,1521,1574,1020,3622,1729,1456,2326,5426,2462,719,744,810,1192,1053,1042,1492,2294
DPEP1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
BID,728,356,294,718,376,508,897,736,339,417,355,643,338,268,286,506,601
MATR3,592,313,715,787,796,279,920,1093,487,299,271,608,520,132,419,745,125
NPC1L1,0,0,0,0,0,0,0,2,0,2,0,8,0,0,0,1,0
XYLT2,79,55,101,120,97,100,103,266,46,158,46,292,38,34,68,107,58
RGPD5,10,14,5,166,95,5,14,61,77,6,13,11,11,29,7,13,16
STMN4,0,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,1
NUDCD3,132,114,202,260,240,202,239,345,110,231,120,395,138,81,162,214,68
ISL1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CHDH,1,0,0,1,0,0,1,3,5,0,0,0,1,1,0,1,1
IL20RA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLCA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLCA4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
GLT8D1,113,61,120,185,163,114,196,328,114,194,78,341,121,53,135,164,80
ATP2C1,91,77,86,88,127,44,148,203,82,157,35,216,100,28,66,103,33
IGF1,0,0,0,0,0,4,1,30,0,0,0,0,0,0,0,0,0
SLC38A5,182,90,51,437,210,140,272,224,161,52,115,129,557,118,185,188,129
ENSG00000017621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
RALBP1,706,532,374,705,553,295,472,637,449,756,270,707,957,539,354,421,934
RUFY3,90,45,89,113,91,75,108,191,69,75,68,80,49,26,49,69,15
CNTN1,0,8,0,2,3,0,0,3,0,0,0,0,3,0,0,0,8
SLC11A1,2137,1771,1506,3945,2522,1454,1879,4691,3456,960,1075,1186,1216,1331,1844,3073,2586
WWTR1,3,0,0,2,6,0,0,72,13,21,6,55,0,0,0,1,1
AGPS,24,16,20,37,24,15,72,42,43,24,15,36,41,14,15,34,14
ZNF806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXorf56,6,5,34,4,12,5,22,76,20,24,5,28,18,16,14,27,14
ATP1A2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
TTC27,21,14,20,19,17,16,36,61,26,47,21,53,10,5,14,21,4
ZNF582,28,8,39,12,49,10,25,34,21,12,18,11,6,5,14,26,9
VSIG2,115,48,36,122,86,86,51,554,63,27,28,21,31,81,53,30,57
PHLDB1,3,7,2,4,4,1,7,82,2,25,5,60,4,3,2,8,4
MARCO,8,36,8,47,9,44,24,95,9,19,6,37,7,18,9,36,40
CYP24A1,0,0,0,2,0,0,2,0,1,1,0,1,0,0,0,0,0
PRDM11,10,8,12,7,11,8,22,36,4,22,3,22,23,4,6,12,6
SYT13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAI2,0,0,0,0,0,0,0,39,0,8,0,12,0,0,0,0,0
CD74,23532,21405,32538,46565,20333,27545,25727,88296,17666,10967,16923,19981,20113,23069,22587,22579,30552
HGF,61,16,6,54,37,24,60,95,42,30,25,24,17,13,19,27,21
ZRANB1,370,160,137,213,168,105,126,140,166,251,109,288,397,115,106,164,142
NCDN,71,44,55,104,101,46,58,250,49,73,35,171,69,42,57,91,50
ADGRA2,10,13,9,7,14,13,25,143,12,90,4,181,12,8,11,11,11
CCT8L1P,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0
ZFP64,23,24,39,44,45,22,36,61,26,58,10,113,21,12,31,42,24
MNAT1,36,36,42,41,34,22,54,80,35,40,32,111,36,23,35,35,20
SAMD4A,32,40,37,11,8,7,9,60,22,14,9,24,2,4,5,8,11
RUNX3,154,440,200,450,260,319,472,782,228,114,103,147,181,149,288,308,195
MRE11,47,40,39,80,60,29,74,62,43,30,20,44,60,11,18,44,20
PLEKHB1,63,37,74,222,89,37,72,212,39,44,48,57,57,30,68,116,34
SERPINB1,1362,636,403,1319,550,541,1666,1751,834,647,507,852,622,501,424,799,1054
CYP3A43,1,0,0,11,2,2,2,7,0,1,2,3,4,0,0,2,3
SLC7A9,1,0,1,3,3,0,3,6,1,2,0,2,2,1,0,3,0
SPAST,8,4,4,13,6,3,18,9,7,6,5,5,5,2,3,6,2
NRXN3,1,5,2,0,0,1,0,4,0,1,0,1,1,0,0,2,0
OSBPL5,73,163,86,189,140,209,198,319,172,82,48,193,83,70,138,119,107
AQR,61,106,68,103,91,67,107,173,97,56,70,84,117,47,73,112,54
CPS1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0
C8B,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FHL1,32,19,7,25,48,19,23,200,22,58,15,85,14,10,18,23,17
RTF2,1810,632,638,1447,790,677,1079,1241,628,834,656,1302,1113,872,410,828,1094
GABRA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRP2,44,16,23,31,70,50,71,69,12,16,19,21,48,43,29,50,20
SLC45A4,116,87,101,156,122,74,288,93,214,47,57,65,54,49,48,122,68
RNF10,27393,15287,12394,10982,14758,10720,12295,6374,13403,19376,8334,18087,18429,16643,8280,15220,20859
ZNF839,72,29,72,100,64,52,86,174,38,66,41,109,48,32,46,82,31
ZDHHC6,148,93,130,206,170,71,211,455,112,158,97,231,112,46,82,216,68
GRAMD1B,10,9,10,21,11,4,18,21,9,7,4,15,6,4,7,11,10
RNH1,510,477,523,696,431,473,616,1445,385,627,341,878,293,295,443,508,393
NDUFS1,94,94,58,89,76,34,72,156,51,106,23,160,122,36,36,86,29
RB1CC1,210,58,58,82,86,25,91,86,128,74,37,152,223,25,44,80,42
ERP44,97,69,63,163,96,48,126,275,75,88,52,137,132,41,59,93,57
ALAS1,215,192,114,244,168,126,358,474,203,188,68,376,120,119,92,197,280
BIRC3,130,60,130,159,117,44,181,193,107,136,75,140,61,27,61,99,43
AKAP11,19,17,23,28,36,10,31,47,22,18,16,23,14,5,18,36,4
GLRX2,40,4,9,11,14,34,49,78,5,45,28,64,10,21,4,15,3
SNAPC1,13,11,21,11,27,11,24,25,14,38,9,73,13,5,10,28,6
DERA,82,56,73,116,78,60,98,139,65,125,46,180,56,38,71,87,40
STRAP,626,301,319,354,420,218,377,683,295,564,292,780,666,224,219,389,215
ABCC2,0,1,0,10,4,0,0,15,0,0,3,3,3,0,0,3,0
DEF6,905,679,884,1540,779,779,1317,2058,608,459,596,600,499,544,617,1002,767
PLEKHO1,675,454,824,1397,1005,790,932,2177,472,463,640,539,266,416,673,796,360
GCLM,171,62,27,33,55,25,77,45,72,44,27,132,172,28,30,82,31
UBR2,318,117,86,209,120,75,135,170,176,111,69,193,395,68,76,144,128
EHD2,2,3,51,3,3,1,3,151,14,175,2,274,5,6,2,2,6
DEPDC1,21,8,4,1,3,2,9,10,11,9,2,28,45,1,2,10,3
CCDC28A,6,7,8,16,5,5,13,8,3,3,6,9,8,4,4,5,6
RRAGD,35,36,22,56,41,35,90,45,62,23,18,39,16,17,29,41,17
HSF2,29,23,43,37,50,21,57,69,26,35,27,59,24,10,31,48,8
PHF20,50,87,50,90,79,26,66,125,46,42,30,79,31,22,33,59,48
HSD17B6,2,2,1,6,2,2,3,8,4,8,6,27,5,1,3,2,2
NR1H3,32,56,26,86,78,32,63,524,42,35,27,93,48,84,43,48,144
TYMP,1205,1046,991,2684,842,1222,1450,2652,1203,938,1155,1164,540,1285,949,1590,1476
NCAPH2,119,137,108,143,112,114,183,312,84,218,81,325,124,67,74,141,68
TOMM34,77,50,70,70,55,36,77,196,51,112,30,231,56,43,48,68,67
SEC63,118,47,77,159,98,40,138,273,65,61,51,100,43,37,43,88,54
KPNA6,149,98,58,81,73,50,69,178,84,95,41,133,173,71,54,79,105
VIM,7621,5882,4733,11966,6150,6936,9383,16518,5895,6764,5997,13845,5899,5799,6992,9345,11576
RTEL1-TNFRSF6B,13,12,21,32,15,21,18,45,13,15,7,31,17,9,17,24,10
FAS,31,28,19,56,43,22,105,38,65,18,15,26,25,14,35,36,26
RNASET2,2667,2479,1835,4170,2752,2368,3121,4890,2292,1758,2903,2659,1071,2404,1711,2523,2982
CD44,2736,2346,2088,3000,3335,2070,2221,3679,2262,1882,1346,3779,3314,1066,2590,3051,2251
KCNG1,1,0,1,98,1,0,1,51,0,11,0,19,1,0,3,0,1
AGPAT4,181,43,58,19,53,34,77,87,59,44,24,127,202,21,33,75,45
SLAMF7,27,74,39,194,51,97,172,76,70,94,32,63,46,31,78,41,27
BTN3A1,231,262,353,1427,366,256,486,699,296,250,177,336,289,141,240,384,146
MIPEP,13,7,16,17,33,11,18,41,12,21,5,44,15,4,8,9,10
PRKCH,1610,1088,1229,2537,1255,1396,1295,1141,724,1281,961,1238,2386,623,1173,1354,1433
INSRR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNGR1,623,392,455,905,943,320,1060,1404,672,482,539,731,302,199,545,832,171
B4GALT7,271,554,426,467,365,134,490,463,481,175,133,190,546,463,548,478,615
SH2D2A,53,194,94,195,110,188,147,325,104,63,43,89,91,72,96,100,125
VRK2,53,31,33,63,37,23,66,94,27,41,14,36,43,8,24,47,35
TNFRSF1B,1010,845,707,3097,1296,722,1331,1718,1058,440,591,676,641,695,961,1300,791
VEZT,51,40,54,59,70,24,96,150,59,35,19,62,50,15,60,81,11
POU2F2,242,306,469,661,330,320,279,1231,271,134,183,193,214,229,275,351,325
BRD9,85,89,94,140,115,75,161,283,76,131,74,204,93,58,82,116,86
SNX1,505,418,426,610,646,311,622,1107,418,400,247,518,666,171,332,462,409
TBPL1,489,135,195,374,151,152,276,270,257,374,199,527,724,133,117,164,92
ARNTL2,5,4,7,10,2,1,3,16,2,5,1,14,1,2,1,2,3
BCLAF1,152,100,239,330,216,99,257,247,184,108,82,147,271,53,110,266,101
SLC39A9,60,49,48,121,78,43,93,135,55,89,41,104,53,24,47,80,32
ANK1,2210,1126,669,942,921,826,1336,666,1647,875,881,1526,3277,977,911,989,1541
IBSP,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TFB1M,27,36,62,70,70,73,42,132,48,48,17,56,51,12,27,77,23
RABEP1,87,79,95,120,124,36,88,163,77,72,48,101,83,21,58,88,24
HMGB3,87,44,28,12,16,19,67,706,33,67,15,140,166,27,11,27,61
NUP160,39,62,39,161,87,40,80,208,76,56,23,88,41,40,41,69,70
BAK1,110,72,117,245,152,157,259,354,65,145,90,233,63,73,109,176,117
MUSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IKZF2,18,21,42,13,57,13,40,50,28,20,12,16,16,8,29,36,3
GRN,2501,2658,1178,4507,2221,1941,3025,7679,2791,2671,905,5001,1112,2167,1607,2357,3636
FAM13B,43,33,53,86,97,28,85,143,56,34,43,42,53,17,51,73,18
ARHGAP31,13,12,7,13,8,6,11,23,9,7,5,15,7,4,9,10,4
ENSG00000031544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
CENPQ,12,18,12,6,14,6,18,20,13,16,4,24,20,4,7,23,7
SARS,987,543,505,799,533,429,518,1541,373,568,338,820,1004,429,339,601,952
RANBP3,347,238,297,457,314,292,376,839,303,306,153,602,437,163,303,402,240
ARID4A,103,113,92,175,100,36,130,198,147,58,53,87,144,34,44,101,110
EIPR1,122,101,85,135,88,86,122,280,63,122,92,189,88,69,66,106,108
PNPLA6,720,864,537,1170,691,671,927,2327,744,438,235,760,1167,567,535,634,1527
IFT88,14,13,14,21,27,10,25,56,28,15,16,13,28,5,15,20,19
ALG1,56,38,56,101,70,44,59,174,31,47,50,103,27,28,41,83,30
ZCCHC8,71,42,50,78,54,38,91,131,75,47,35,77,117,14,37,94,30
ABCF2,106,95,95,123,103,94,101,236,83,111,47,187,118,74,70,112,84
CHPF2,252,153,145,285,209,137,252,436,173,143,82,236,222,111,117,196,119
LRRC7,4,0,16,4,8,4,20,11,3,1,5,5,2,4,2,14,0
FUT8,20,19,35,45,43,16,34,111,15,26,29,67,48,13,13,49,54
UBA6,39,15,67,42,52,13,77,43,35,55,33,26,33,9,42,64,13
GAB2,140,108,68,402,167,89,175,262,153,59,44,95,107,74,97,155,122
ATP6V0A1,730,448,253,526,379,254,416,1261,491,174,139,469,1392,339,248,356,654
PIAS1,317,239,172,487,260,169,290,358,323,107,66,176,350,89,189,246,198
SLC4A7,16,23,26,50,46,11,47,66,30,27,17,28,17,4,24,50,4
APBA2,53,72,41,113,162,43,77,142,39,23,40,22,47,61,84,69,27
MAP2K3,7479,4261,2707,8027,2583,2785,3218,2135,6397,3572,2302,4188,9053,1966,3485,3718,5148
EFCAB1,2,1,3,8,4,6,4,8,3,3,3,2,2,0,4,3,2
TMSB10,13677,13297,17948,15495,17450,18882,21055,40514,10411,18503,17144,28231,6489,8788,11744,20428,9852
ASTE1,36,32,31,59,43,32,59,115,34,25,32,53,34,13,32,54,19
RNF19A,792,326,266,157,283,143,392,292,270,204,117,561,1126,95,164,364,148
PEX3,19,8,34,24,34,11,42,97,48,39,26,42,28,10,33,48,7
GABARAPL2,15234,8474,9568,3789,8991,6567,7787,4687,8054,23136,8806,21284,14284,6999,8222,11115,6932
MYOC,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
SH3YL1,67,49,151,193,72,71,211,240,86,56,75,110,71,14,60,160,27
FAM136A,103,83,92,131,104,79,164,311,83,186,55,314,70,41,66,129,43
VCL,308,202,115,265,368,150,251,827,299,292,114,399,229,131,146,203,113
DEPDC1B,43,28,8,7,23,4,29,181,34,14,0,51,140,11,5,21,22
DAPK2,140,69,116,275,198,73,268,122,194,51,46,87,45,62,43,129,73
NSMAF,159,152,173,328,156,132,249,286,216,122,87,135,111,61,132,234,47
ADSS,202,114,98,192,146,79,349,233,132,133,89,179,85,51,67,178,81
STAP1,53,27,80,45,34,36,55,206,41,37,56,48,32,27,35,54,26
TIMP2,345,307,166,728,417,248,473,2296,512,673,148,1154,193,200,214,343,250
RFC1,196,111,137,309,163,75,260,391,128,104,62,141,203,78,104,182,120
TBC1D23,163,67,70,84,89,40,126,163,78,81,56,140,191,24,47,120,33
CUL3,211,114,98,326,179,92,162,315,197,175,142,154,203,80,94,175,120
MYOM2,150,206,4,176,5,475,1464,749,41,18,14,22,71,152,3,63,146
OTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CYP46A1,3,4,14,18,4,3,6,23,4,9,5,6,8,2,3,8,7
AC118549.1,36,15,46,54,46,21,51,59,37,79,15,57,39,23,25,51,5
SLC18A1,2,12,0,0,3,1,5,4,0,1,3,1,0,0,0,2,0
USP2,0,1,1,0,2,0,1,18,0,2,0,2,1,1,1,0,2
CASR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBG2,14,11,26,51,19,28,26,104,23,48,8,82,26,12,18,41,16
RPL26L1,99,46,79,42,54,23,88,185,65,142,77,292,73,20,46,70,32
FLT4,4,1,1,33,4,2,2,129,7,1,1,1,6,1,2,2,1
NSUN2,97,72,86,176,159,45,165,227,107,114,108,167,85,30,66,119,35
FBXO42,85,50,48,75,91,63,111,174,76,60,47,107,71,42,46,80,43
MFAP3,89,60,81,63,101,41,74,117,48,36,19,54,106,20,87,82,16
MRI1,96,58,184,157,142,61,185,387,115,145,59,190,57,50,115,181,35
METTL1,39,18,27,24,20,36,57,149,15,79,32,79,23,13,22,27,15
HOXC8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
AGA,56,32,87,132,77,59,188,158,90,49,49,63,44,30,54,142,50
PI4K2B,42,38,42,41,34,33,58,66,41,111,51,108,80,43,44,51,58
BOD1L1,110,184,143,353,169,71,212,194,207,141,67,121,131,53,88,290,81
MAT2B,938,398,542,472,592,305,621,621,455,922,454,1067,885,223,376,734,353
TLL1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
EDC4,127,189,135,370,180,234,178,831,137,194,173,389,123,112,155,196,169
TRIO,73,52,43,54,80,30,72,116,55,48,12,124,46,25,55,52,31
VCAN,417,555,302,576,666,239,444,981,774,175,239,266,197,175,345,406,202
CLEC16A,151,96,75,104,121,69,148,266,137,107,59,155,235,130,73,132,196
MSR1,56,17,7,34,34,24,54,75,37,25,45,40,48,23,27,68,31
CDH1,48,35,24,3,46,8,21,27,21,8,6,33,271,4,6,32,16
MTREX,98,51,81,93,89,43,109,170,82,86,50,117,94,29,47,93,40
DNAH5,0,0,0,2,11,0,0,10,0,0,0,4,0,2,0,0,7
ZFYVE16,46,27,29,129,83,39,252,65,158,44,51,70,35,13,59,104,23
RIPOR1,185,162,120,337,173,160,220,506,226,277,84,505,209,109,159,154,116
C6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
RAI14,0,3,3,1,3,1,3,62,4,19,3,32,6,7,0,5,4
SOX30,1,1,1,1,2,0,1,0,1,1,0,1,2,0,1,1,0
PNKP,177,162,152,357,131,177,243,488,133,124,76,183,162,90,125,164,170
BEST2,16,3,9,31,5,0,10,57,20,0,6,10,11,18,12,3,39
PHLPP2,105,34,30,12,20,16,26,54,64,31,20,73,99,9,12,23,42
SPDL1,30,27,24,21,19,15,68,31,54,35,8,55,43,9,10,26,10
STAU2,151,53,89,141,91,47,210,185,136,116,50,172,58,57,77,121,55
PQLC2,79,41,54,114,64,61,75,277,52,50,34,110,59,41,43,110,62
CTNS,92,52,27,94,112,38,61,127,38,83,27,118,54,23,28,51,34
RTN4R,21,23,31,39,38,29,55,69,23,33,32,23,12,13,13,43,35
PHF23,1119,257,257,554,373,250,395,961,421,302,197,558,1282,270,268,391,519
CDH10,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0
INPP4A,155,80,152,283,251,115,234,230,162,82,53,85,88,41,131,237,53
RAB27B,15,4,3,8,10,10,12,32,26,10,6,17,9,7,6,10,3
PSMA4,724,514,648,547,526,340,860,1750,618,1024,577,1524,570,247,348,655,395
MYO16,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0
LSG1,89,33,102,286,145,53,99,263,117,107,45,123,96,23,54,133,41
PARP3,7,22,36,63,18,26,25,58,15,36,14,70,18,14,22,28,11
TNC,0,0,0,2,0,0,1,2,1,6,0,12,0,0,0,0,3
THAP3,135,77,88,181,95,92,149,343,82,132,76,234,139,66,75,115,117
RIPOR3,1610,363,270,69,249,268,556,527,449,180,74,703,1760,175,106,335,190
TDP1,64,59,45,81,85,38,87,157,83,106,40,161,50,30,59,79,49
AIFM2,9,3,7,17,4,3,6,22,6,35,3,70,15,2,6,7,4
C2orf83,0,0,1,6,0,0,1,5,0,1,0,1,0,0,0,0,0
SPATA7,6,33,30,89,53,22,47,37,8,12,24,22,38,9,5,10,3
MED17,65,12,17,100,26,11,35,75,23,46,13,20,20,8,13,22,12
RETSAT,75,69,88,289,98,45,149,193,79,79,39,128,66,37,84,96,80
CAPG,1072,802,563,652,239,772,1080,1653,463,622,529,980,310,542,505,470,1005
AP2S1,4772,2845,1962,2237,2673,2409,2578,3363,2364,3053,1964,4365,3560,4125,1899,2765,5271
USH2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZPBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TG,2,8,9,18,6,3,17,21,6,3,2,15,3,1,11,8,13
ADAM28,44,25,38,109,71,13,81,78,36,7,15,40,30,17,30,22,16
BARX2,1,1,1,1,1,0,1,4,0,0,0,0,1,0,0,0,1
DCUN1D1,381,245,290,164,334,111,513,146,361,558,105,624,445,262,169,420,300
JADE2,111,102,160,245,195,120,195,251,97,97,41,230,59,47,91,171,42
ZIC2,0,0,0,0,0,0,0,0,0,10,0,26,0,0,0,0,0
LCP2,916,663,722,1616,1432,736,1453,1430,928,612,382,572,757,417,747,1149,587
TRIT1,80,22,28,84,56,32,43,92,34,46,28,88,70,14,45,54,22
ADRB1,1,0,2,3,3,2,1,56,2,1,2,5,1,0,0,3,2
GUCA2B,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
CUL7,4,13,12,14,15,9,23,69,16,41,7,76,9,7,14,15,7
CTNNA1,324,298,210,323,265,178,247,581,272,553,85,1014,478,187,156,224,228
PHKA2,177,103,139,304,168,89,229,460,201,101,87,123,119,88,105,204,134
CNTLN,6,9,3,11,8,2,11,15,8,7,4,9,8,4,5,8,4
EPHA3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
HSPA5,466,238,153,369,305,169,289,956,322,504,128,882,519,135,164,231,183
DSG2,0,1,1,1,1,3,1,20,2,0,0,0,0,0,0,2,1
GEMIN8,73,35,53,127,78,70,113,198,70,71,57,93,67,53,71,113,52
OFD1,125,77,111,183,112,69,117,260,88,102,100,109,191,60,51,84,64
GPM6B,19,22,27,65,30,16,48,97,26,5,17,24,39,3,12,17,11
MAGEC2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
PREX2,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0
WDR37,52,33,59,77,70,36,73,73,58,38,25,41,31,21,42,50,8
YTHDC2,29,23,24,46,33,15,37,54,32,20,14,32,42,7,19,35,11
CTPS2,20,16,18,46,17,9,14,66,14,28,5,63,20,3,13,14,10
ATP6V1H,94,60,59,141,74,63,74,206,69,92,46,137,85,43,73,101,39
POLR2B,202,195,190,347,204,122,217,341,165,130,83,164,165,87,110,224,66
FAM214A,265,89,154,235,230,88,224,260,178,130,118,163,244,59,111,178,82
ARAP2,25,17,28,96,31,16,86,79,31,30,15,24,24,5,60,48,39
TPR,265,262,214,423,317,161,273,417,347,176,194,168,213,109,193,237,77
CP,6,0,4,7,6,3,4,13,1,0,1,6,0,2,0,1,1
KIAA0556,148,120,168,272,184,98,249,193,105,93,80,122,105,66,174,159,52
DTNBP1,147,76,125,172,122,117,129,331,79,186,83,324,85,76,61,164,110
XK,660,318,284,148,244,267,281,229,334,632,379,547,980,192,279,362,236
ANO2,1,0,4,1,0,0,0,40,0,1,0,1,0,0,0,3,0
C12orf4,39,28,41,41,41,13,45,53,23,19,18,43,44,13,18,47,10
SCML1,15,16,33,27,54,23,45,67,29,34,22,48,29,9,33,68,2
WWC3,385,152,127,306,195,123,180,309,216,196,224,280,233,137,116,190,216
ARHGAP6,15,3,3,8,13,5,4,45,13,11,7,16,6,1,5,4,3
FAM184B,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
MAP4,57,146,54,181,153,48,76,250,100,346,35,677,73,60,62,101,51
GOPC,31,27,51,44,64,22,73,76,38,36,22,49,31,11,33,55,8
ROS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP28,52,91,60,213,98,120,147,176,48,45,65,125,64,23,72,74,28
HDAC9,33,23,78,83,25,16,48,147,37,37,34,49,19,15,54,40,10
TSPAN17,204,99,139,106,160,81,231,246,111,167,222,199,262,1650,89,168,95
NOP16,6,16,30,48,30,25,34,88,22,22,8,28,19,17,16,39,7
CC2D2A,7,8,3,82,18,4,51,54,31,20,7,55,11,20,12,9,22
RRM2B,59,24,32,84,65,19,104,61,58,37,28,53,48,9,27,58,11
ZNF800,274,153,100,154,151,90,151,248,184,68,77,139,570,67,75,121,227
TNFRSF17,7,10,13,45,12,1,14,48,14,12,15,4,8,10,11,8,41
SNX29,141,49,82,72,117,83,59,75,99,134,34,139,91,134,94,99,106
LMO3,0,0,8,1,0,0,1,1,0,1,0,1,3,2,0,1,1
MRPS10,92,69,68,97,83,49,107,194,48,95,61,162,110,34,58,88,60
GUCA1A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RSF1,45,160,105,176,137,61,136,402,119,109,47,121,193,82,52,115,135
VPS13D,32,25,21,64,40,13,28,88,27,18,15,30,13,14,15,31,30
CELF2,221,176,175,481,395,154,407,504,314,143,144,165,155,98,216,281,152
FAM120A,246,235,192,359,318,170,332,488,267,197,120,287,322,83,188,321,148
R3HDM1,76,43,73,139,106,41,103,177,76,39,27,56,83,29,57,96,48
COL9A2,154,51,110,52,204,54,144,252,76,69,68,75,36,48,103,94,108
KITLG,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0
ERCC8,2,4,5,3,6,6,5,12,3,7,4,8,4,1,6,10,2
ADAMTS6,1,2,9,1,4,1,9,33,1,1,0,3,2,1,1,12,1
H6PD,40,48,44,109,50,32,90,121,61,59,17,74,29,25,32,71,30
VAMP3,402,172,208,392,197,154,427,548,239,299,177,490,224,129,135,307,172
PER3,1,14,4,3,2,0,7,4,8,15,5,24,1,0,2,2,0
UTS2,9,156,0,5,5,4,7,10,115,9,21,3,4,0,80,0,26
TNFRSF9,6,2,2,10,6,5,5,13,3,20,3,16,2,2,4,5,4
EPN3,0,0,0,0,0,0,0,24,0,2,0,2,0,2,0,3,0
LTBP1,32,30,4,6,22,11,17,87,21,17,8,25,38,7,5,8,6
RCN1,41,33,46,67,47,41,74,347,53,330,27,629,38,19,61,43,21
ELN,18,29,36,128,22,13,49,254,54,3,14,14,56,35,36,41,84
RFC2,125,96,92,142,82,96,167,240,86,257,65,503,73,59,56,108,118
ARID1B,22,13,13,16,27,13,18,22,13,15,6,19,19,6,12,18,7
CLPTM1L,255,160,119,366,262,178,237,521,180,159,158,211,291,222,232,306,229
NEDD4L,292,320,136,167,110,172,70,88,215,153,68,251,255,118,59,168,48
FOXP3,18,37,24,53,33,35,19,133,27,8,17,15,34,26,37,64,22
PPP1R3F,6,8,30,64,51,11,30,40,12,24,31,37,15,4,25,15,8
HEXB,365,229,192,546,381,185,504,957,305,581,188,1200,182,145,253,367,143
PTCD2,7,7,15,17,17,6,14,24,12,14,6,17,12,3,15,17,5
NEXMIF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JKAMP,207,172,158,371,278,143,428,382,238,144,94,228,283,71,178,360,79
DKK3,0,0,3,20,5,1,5,35,1,159,2,465,0,0,3,1,0
ARHGEF5,76,32,102,41,92,51,145,198,42,17,18,50,14,22,37,68,11
NFE2L3,14,10,34,71,32,22,60,103,30,53,16,110,15,7,18,36,5
